Apis_Gene_ID,Apis_Genbank_ID,BEEBASE,OGS_v1_1,Bombus_Genbank_ID,Bombus_Gene_ID,Bombus_Description
NA,NA,NA,NA,XP_012167245.1,LOC100649180,intraflagellar transport protein 74 homolog isoform X3
NA,NA,NA,NA,XP_012167246.1,LOC100649180,intraflagellar transport protein 74 homolog isoform X4
NA,NA,NA,NA,XP_012167247.1,LOC100649180,intraflagellar transport protein 74 homolog isoform X4
NA,NA,NA,NA,XP_012167248.1,LOC100649507,E3 ubiquitin-protein ligase RNF123-like
NA,NA,NA,NA,XP_012167249.1,LOC100649507,E3 ubiquitin-protein ligase RNF123-like
NA,NA,NA,NA,XP_012167252.1,LOC100649813,bolA-like protein 3
NA,NA,NA,NA,XP_012167253.1,LOC100649813,bolA-like protein 3
NA,NA,NA,NA,XP_012167255.1,LOC105666055,FAST kinase domain-containing protein 3-like isoform X1
NA,NA,NA,NA,XP_012167256.1,LOC105666055,FAST kinase domain-containing protein 3-like isoform X2
NA,NA,NA,NA,XP_012167257.1,LOC100643837,exosome complex component RRP42 isoform X3
NA,NA,NA,NA,XP_012167258.1,LOC100650444,C-Maf-inducing protein-like
NA,NA,NA,NA,XP_012167259.1,LOC100650444,C-Maf-inducing protein-like
NA,NA,NA,NA,XP_012167261.1,LOC100650889,glutamine synthetase 2 cytoplasmic isoform X2
NA,NA,NA,NA,XP_012167265.1,LOC100651646,presenilins-associated rhomboid-like protein%2C mitochondrial isoform X1
NA,NA,NA,NA,XP_012167266.1,LOC100651646,presenilins-associated rhomboid-like protein%2C mitochondrial isoform X1
NA,NA,NA,NA,XP_012167267.1,LOC100651646,presenilins-associated rhomboid-like protein%2C mitochondrial isoform X1
NA,NA,NA,NA,XP_012167268.1,LOC100651646,presenilins-associated rhomboid-like protein%2C mitochondrial isoform X1
NA,NA,NA,NA,XP_012167273.1,LOC100652125,kynurenine formamidase isoform X2
NA,NA,NA,NA,XP_012167274.1,LOC100652003,protein PFC0760c-like
NA,NA,NA,NA,XP_012167275.1,LOC100652003,protein PFC0760c-like
NA,NA,NA,NA,XP_012167276.1,LOC100652003,protein PFC0760c-like
NA,NA,NA,NA,XP_012167279.1,LOC100642849,Werner Syndrome-like exonuclease isoform X2
NA,NA,NA,NA,XP_012167281.1,LOC100643287,heterogeneous nuclear ribonucleoprotein A1%2C A2/B1 homolog isoform X1
NA,NA,NA,NA,XP_012167285.1,LOC100643615,glycerol-3-phosphate dehydrogenase [NAD(+)]%2C cytoplasmic-like isoform X1
NA,NA,NA,NA,XP_012167286.1,LOC100644261,complex III assembly factor LYRM7 isoform X2
NA,NA,NA,NA,XP_012167287.1,LOC100644261,complex III assembly factor LYRM7 isoform X2
NA,NA,NA,NA,XP_012167289.1,LOC100644609,V-type proton ATPase 116 kDa subunit a isoform 1 isoform X1
NA,NA,NA,NA,XP_012167291.1,LOC100644609,V-type proton ATPase 116 kDa subunit a isoform 1 isoform X3
NA,NA,NA,NA,XP_012167295.1,LOC100645011,uncharacterized protein LOC100645011 isoform X4
NA,NA,NA,NA,XP_012167297.1,LOC100645011,uncharacterized protein LOC100645011 isoform X6
NA,NA,NA,NA,XP_012167298.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X1
NA,NA,NA,NA,XP_012167300.1,LOC100648665,NTF2-related export protein
NA,NA,NA,NA,XP_012167301.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X3
NA,NA,NA,NA,XP_012167302.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X4
NA,NA,NA,NA,XP_012167303.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X5
NA,NA,NA,NA,XP_012167304.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X6
NA,NA,NA,NA,XP_012167305.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X7
NA,NA,NA,NA,XP_012167306.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X8
NA,NA,NA,NA,XP_012167307.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X9
NA,NA,NA,NA,XP_012167308.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X10
NA,NA,NA,NA,XP_012167309.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X11
NA,NA,NA,NA,XP_012167310.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X12
NA,NA,NA,NA,XP_012167311.1,LOC100648665,NTF2-related export protein
NA,NA,NA,NA,XP_012167312.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X13
NA,NA,NA,NA,XP_012167313.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X14
NA,NA,NA,NA,XP_012167314.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X15
NA,NA,NA,NA,XP_012167315.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X16
NA,NA,NA,NA,XP_012167316.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X17
NA,NA,NA,NA,XP_012167317.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X18
NA,NA,NA,NA,XP_012167318.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X19
NA,NA,NA,NA,XP_012167319.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X20
NA,NA,NA,NA,XP_012167320.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X21
NA,NA,NA,NA,XP_012167321.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X22
NA,NA,NA,NA,XP_012167323.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X23
NA,NA,NA,NA,XP_012167324.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X24
NA,NA,NA,NA,XP_012167325.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X25
NA,NA,NA,NA,XP_012167326.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X26
NA,NA,NA,NA,XP_012167327.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X27
NA,NA,NA,NA,XP_012167328.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X28
NA,NA,NA,NA,XP_012167329.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X29
NA,NA,NA,NA,XP_012167330.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X30
NA,NA,NA,NA,XP_012167331.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X31
NA,NA,NA,NA,XP_012167332.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X32
NA,NA,NA,NA,XP_012167334.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X34
NA,NA,NA,NA,XP_012167335.1,LOC100650043,calcium-activated potassium channel slowpoke isoform X35
NA,NA,NA,NA,XP_012167337.1,LOC100650408,SAM and SH3 domain-containing protein 1-like isoform X2
NA,NA,NA,NA,XP_012167339.1,LOC105666058,keratin-associated protein 10-8-like
NA,NA,NA,NA,XP_012167341.1,LOC100648270,tyrosine-protein kinase Abl isoform X2
NA,NA,NA,NA,XP_012167345.1,LOC105666061,uncharacterized protein LOC105666061
NA,NA,NA,NA,XP_012167347.1,LOC100644527,trypsin 3A1-like
NA,NA,NA,NA,XP_012167354.1,LOC105666065,uncharacterized protein LOC105666065
NA,NA,NA,NA,XP_012167358.1,LOC100645759,uncharacterized protein LOC100645759 isoform X1
NA,NA,NA,NA,XP_012167361.1,LOC100645759,uncharacterized protein LOC100645759 isoform X2
NA,NA,NA,NA,XP_012167362.1,LOC100645759,uncharacterized protein LOC100645759 isoform X2
NA,NA,NA,NA,XP_012167365.1,LOC100647302,ATP-binding cassette sub-family A member 1-like
NA,NA,NA,NA,XP_012167366.1,LOC100647302,ATP-binding cassette sub-family A member 1-like
NA,NA,NA,NA,XP_012167368.1,LOC100647978,uncharacterized protein LOC100647978 isoform X2
NA,NA,NA,NA,XP_012167369.1,LOC100648327,5-hydroxytryptamine receptor 2A
NA,NA,NA,NA,XP_012167370.1,LOC100648327,5-hydroxytryptamine receptor 2A
NA,NA,NA,NA,XP_012167372.1,LOC100644810,heterogeneous nuclear ribonucleoprotein K isoform X1
NA,NA,NA,NA,XP_012167377.1,LOC100648714,protein FAM8A1 isoform X1
NA,NA,NA,NA,XP_012167378.1,LOC100648714,protein FAM8A1 isoform X2
NA,NA,NA,NA,XP_012167379.1,LOC100648714,protein FAM8A1 isoform X3
NA,NA,NA,NA,XP_012167380.1,LOC100648714,protein FAM8A1 isoform X3
NA,NA,NA,NA,XP_012167381.1,LOC100648714,protein FAM8A1 isoform X3
NA,NA,NA,NA,XP_012167383.1,LOC100649027,neuroligin-4%2C X-linked isoform X1
NA,NA,NA,NA,XP_012167385.1,LOC100644931,uncharacterized protein LOC100644931 isoform X1
NA,NA,NA,NA,XP_012167387.1,LOC100644931,uncharacterized protein LOC100644931 isoform X2
NA,NA,NA,NA,XP_012167388.1,LOC100649264,neuroligin-4%2C X-linked isoform X2
NA,NA,NA,NA,XP_012167393.1,LOC100650848,disheveled-associated activator of morphogenesis 1 isoform X2
NA,NA,NA,NA,XP_012167394.1,LOC100650848,disheveled-associated activator of morphogenesis 1 isoform X2
NA,NA,NA,NA,XP_012167395.1,LOC100650848,disheveled-associated activator of morphogenesis 1 isoform X2
NA,NA,NA,NA,XP_012167397.1,LOC100648892,quinone oxidoreductase isoform X1
NA,NA,NA,NA,XP_012167402.1,LOC105666069,uncharacterized protein LOC105666069
NA,NA,NA,NA,XP_012167404.1,LOC105666071,uncharacterized protein LOC105666071
NA,NA,NA,NA,XP_012167405.1,LOC100644046,GTP-binding protein Rheb homolog
NA,NA,NA,NA,XP_012167406.1,LOC100643165,cell adhesion molecule 2-like isoform X2
NA,NA,NA,NA,XP_012167407.1,LOC100648892,quinone oxidoreductase isoform X3
NA,NA,NA,NA,XP_012167408.1,LOC100643534,methyltransferase-like protein 6 isoform X1
NA,NA,NA,NA,XP_012167410.1,LOC100643534,methyltransferase-like protein 6 isoform X2
NA,NA,NA,NA,XP_012167411.1,LOC100643534,methyltransferase-like protein 6 isoform X3
NA,NA,NA,NA,XP_012167416.1,LOC105666073,LOW QUALITY PROTEIN: formin-like protein 6
NA,NA,NA,NA,XP_012167420.1,LOC105666075,uncharacterized protein LOC105666075
NA,NA,NA,NA,XP_012167423.1,LOC100646115,uncharacterized protein LOC100646115
NA,NA,NA,NA,XP_012167433.1,LOC100643941,connectin isoform X1
NA,NA,NA,NA,XP_012167445.1,LOC100643166,kinesin light chain isoform X5
NA,NA,NA,NA,XP_012167446.1,LOC100643166,kinesin light chain isoform X5
NA,NA,NA,NA,XP_012167449.1,LOC100643048,protein sprint isoform X1
NA,NA,NA,NA,XP_012167450.1,LOC100643048,protein sprint isoform X2
NA,NA,NA,NA,XP_012167451.1,LOC100643048,protein sprint isoform X3
NA,NA,NA,NA,XP_012167453.1,LOC100643048,protein sprint isoform X4
NA,NA,NA,NA,XP_012167454.1,LOC100643048,protein sprint isoform X4
NA,NA,NA,NA,XP_012167455.1,LOC100643048,protein sprint isoform X4
NA,NA,NA,NA,XP_012167456.1,LOC100643048,protein sprint isoform X5
NA,NA,NA,NA,XP_012167458.1,LOC100643048,protein sprint isoform X6
NA,NA,NA,NA,XP_012167459.1,LOC100643048,protein sprint isoform X7
NA,NA,NA,NA,XP_012167460.1,LOC100643048,protein sprint isoform X8
NA,NA,NA,NA,XP_012167461.1,LOC100643048,protein sprint isoform X9
NA,NA,NA,NA,XP_012167465.1,LOC100643369,eukaryotic translation initiation factor 5
NA,NA,NA,NA,XP_012167466.1,LOC100643369,eukaryotic translation initiation factor 5
NA,NA,NA,NA,XP_012167467.1,LOC100643369,eukaryotic translation initiation factor 5
NA,NA,NA,NA,XP_012167475.1,LOC100644895,uncharacterized protein LOC100644895 isoform X2
NA,NA,NA,NA,XP_012167476.1,LOC100645013,PI-PLC X domain-containing protein 1-like isoform X1
NA,NA,NA,NA,XP_012167477.1,LOC100642436,glutamate receptor ionotropic%2C kainate 2 isoform X1
NA,NA,NA,NA,XP_012167478.1,LOC100645013,PI-PLC X domain-containing protein 1-like isoform X1
NA,NA,NA,NA,XP_012167480.1,LOC100645013,PI-PLC X domain-containing protein 1-like isoform X2
NA,NA,NA,NA,XP_012167481.1,LOC100645013,PI-PLC X domain-containing protein 1-like isoform X3
NA,NA,NA,NA,XP_012167482.1,LOC100645013,PI-PLC X domain-containing protein 1-like isoform X3
NA,NA,NA,NA,XP_012167483.1,LOC100645013,PI-PLC X domain-containing protein 1-like isoform X3
NA,NA,NA,NA,XP_012167484.1,LOC100645204,protein lin-52 homolog isoform X1
NA,NA,NA,NA,XP_012167485.1,LOC100645204,protein lin-52 homolog isoform X1
NA,NA,NA,NA,XP_012167486.1,LOC100645204,protein lin-52 homolog isoform X1
NA,NA,NA,NA,XP_012167488.1,LOC100645204,protein lin-52 homolog isoform X2
NA,NA,NA,NA,XP_012167489.1,LOC100651043,odorant receptor 13a-like
NA,NA,NA,NA,XP_012167491.1,LOC100642436,glutamate receptor ionotropic%2C kainate 2 isoform X2
NA,NA,NA,NA,XP_012167492.1,LOC100650689,odorant receptor 13a-like
NA,NA,NA,NA,XP_012167495.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167497.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167498.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167499.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167500.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167501.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167502.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167503.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167504.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167505.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167506.1,LOC100645413,insulin receptor-like isoform X1
NA,NA,NA,NA,XP_012167507.1,LOC100645413,insulin receptor-like isoform X3
NA,NA,NA,NA,XP_012167508.1,LOC100651408,uncharacterized protein LOC100651408
NA,NA,NA,NA,XP_012167510.1,LOC100646301,spectrin beta chain isoform X1
NA,NA,NA,NA,XP_012167512.1,LOC100646301,spectrin beta chain isoform X3
NA,NA,NA,NA,XP_012167517.1,LOC100646301,spectrin beta chain isoform X7
NA,NA,NA,NA,XP_012167520.1,LOC100642408,serine/threonine-protein kinase ICK isoform X1
NA,NA,NA,NA,XP_012167521.1,LOC100642408,serine/threonine-protein kinase ICK isoform X1
NA,NA,NA,NA,XP_012167522.1,LOC100642408,serine/threonine-protein kinase ICK isoform X1
NA,NA,NA,NA,XP_012167523.1,LOC100642408,serine/threonine-protein kinase ICK isoform X1
NA,NA,NA,NA,XP_012167524.1,LOC100642408,serine/threonine-protein kinase ICK isoform X1
NA,NA,NA,NA,XP_012167525.1,LOC100642408,serine/threonine-protein kinase ICK isoform X1
NA,NA,NA,NA,XP_012167527.1,LOC100642408,serine/threonine-protein kinase ICK isoform X1
NA,NA,NA,NA,XP_012167528.1,LOC100642408,serine/threonine-protein kinase ICK isoform X1
NA,NA,NA,NA,XP_012167529.1,LOC100642408,serine/threonine-protein kinase ICK isoform X1
NA,NA,NA,NA,XP_012167530.1,LOC100642408,serine/threonine-protein kinase ICK isoform X2
NA,NA,NA,NA,XP_012167534.1,LOC100649986,titin-like
NA,NA,NA,NA,XP_012167536.1,LOC100645638,uncharacterized protein LOC100645638 isoform X1
NA,NA,NA,NA,XP_012167537.1,LOC100645638,uncharacterized protein LOC100645638 isoform X1
NA,NA,NA,NA,XP_012167541.1,LOC100645012,probable beta-hexosaminidase fdl isoform X3
NA,NA,NA,NA,XP_012167543.1,LOC100645012,probable beta-hexosaminidase fdl isoform X5
NA,NA,NA,NA,XP_012167544.1,LOC100645012,probable beta-hexosaminidase fdl isoform X5
NA,NA,NA,NA,XP_012167545.1,LOC100645012,probable beta-hexosaminidase fdl isoform X5
NA,NA,NA,NA,XP_012167546.1,LOC100644628,uncharacterized protein LOC100644628 isoform X1
NA,NA,NA,NA,XP_012167547.1,LOC100645012,probable beta-hexosaminidase fdl isoform X5
NA,NA,NA,NA,XP_012167548.1,LOC100645012,probable beta-hexosaminidase fdl isoform X5
NA,NA,NA,NA,XP_012167549.1,LOC100645012,probable beta-hexosaminidase fdl isoform X5
NA,NA,NA,NA,XP_012167552.1,LOC100644894,uncharacterized protein LOC100644894 isoform X1
NA,NA,NA,NA,XP_012167554.1,LOC100644894,uncharacterized protein LOC100644894 isoform X2
NA,NA,NA,NA,XP_012167558.1,LOC100642337,uncharacterized protein LOC100642337 isoform X2
NA,NA,NA,NA,XP_012167559.1,LOC100645527,multiple coagulation factor deficiency protein 2 homolog
NA,NA,NA,NA,XP_012167562.1,LOC100646300,COP9 signalosome complex subunit 1
NA,NA,NA,NA,XP_012167563.1,LOC100646300,COP9 signalosome complex subunit 1
NA,NA,NA,NA,XP_012167565.1,LOC100646665,neuronal acetylcholine receptor subunit alpha-3-like isoform X2
NA,NA,NA,NA,XP_012167566.1,LOC100646665,neuronal acetylcholine receptor subunit alpha-3-like isoform X2
NA,NA,NA,NA,XP_012167567.1,LOC100646665,neuronal acetylcholine receptor subunit alpha-3-like isoform X2
NA,NA,NA,NA,XP_012167570.1,LOC100647031,glutaminase liver isoform%2C mitochondrial isoform X1
NA,NA,NA,NA,XP_012167574.1,LOC100647031,glutaminase liver isoform%2C mitochondrial isoform X5
NA,NA,NA,NA,XP_012167583.1,LOC100647225,retinol dehydrogenase 10-A-like isoform X3
NA,NA,NA,NA,XP_012167584.1,LOC100647225,retinol dehydrogenase 10-A-like isoform X3
NA,NA,NA,NA,XP_012167585.1,LOC100647225,retinol dehydrogenase 10-A-like isoform X3
NA,NA,NA,NA,XP_012167587.1,LOC100647740,glypican-6 isoform X2
NA,NA,NA,NA,XP_012167589.1,LOC100651187,prion-like-(Q/N-rich) domain-bearing protein 25
NA,NA,NA,NA,XP_012167591.1,LOC105666097,reticulon-1 isoform X1
NA,NA,NA,NA,XP_012167595.1,LOC105666096,putative protein TPRXL
NA,NA,NA,NA,XP_012167600.1,LOC100649028,32 kDa beta-galactoside-binding lectin-like isoform X2
NA,NA,NA,NA,XP_012167606.1,LOC100649538,2'%2C5'-phosphodiesterase 12 isoform X1
NA,NA,NA,NA,XP_012167607.1,LOC100649538,2'%2C5'-phosphodiesterase 12 isoform X1
NA,NA,NA,NA,XP_012167609.1,LOC100644628,uncharacterized protein LOC100644628 isoform X2
NA,NA,NA,NA,XP_012167610.1,LOC100649737,contactin-2-like
NA,NA,NA,NA,XP_012167611.1,LOC100649737,contactin-2-like
NA,NA,NA,NA,XP_012167612.1,LOC100649737,contactin-2-like
NA,NA,NA,NA,XP_012167614.1,LOC100644835,insulin-like growth factor-binding protein-related protein 1
NA,NA,NA,NA,XP_012167615.1,LOC100650930,odorant receptor 9a-like
NA,NA,NA,NA,XP_012167616.1,LOC105666099,odorant receptor 4-like
NA,NA,NA,NA,XP_012167617.1,LOC105666100,odorant receptor 13a-like
NA,NA,NA,NA,XP_012167618.1,LOC105666101,odorant receptor 22c-like
NA,NA,NA,NA,XP_012167619.1,LOC105666102,odorant receptor 4-like
NA,NA,NA,NA,XP_012167622.1,LOC105666104,uncharacterized protein LOC105666104
NA,NA,NA,NA,XP_012167623.1,LOC105665643,uncharacterized protein LOC105665643
NA,NA,NA,NA,XP_012167628.1,LOC100642458,ammonium transporter Rh type A isoform X2
NA,NA,NA,NA,XP_012167633.1,LOC100646424,calcium-transporting ATPase type 2C member 1 isoform X1
NA,NA,NA,NA,XP_012167634.1,LOC100646913,uncharacterized protein LOC100646913 isoform X2
NA,NA,NA,NA,XP_012167635.1,LOC105666106,uncharacterized protein LOC105666106
NA,NA,NA,NA,XP_012167636.1,LOC100644141,ribosomal RNA-processing protein 7 homolog A isoform X2
NA,NA,NA,NA,XP_012167637.1,LOC100644141,ribosomal RNA-processing protein 7 homolog A isoform X2
NA,NA,NA,NA,XP_012167638.1,LOC100644370,transmembrane protein 145-like
NA,NA,NA,NA,XP_012167641.1,LOC100651492,retinoic acid receptor RXR-alpha-B isoform X1
NA,NA,NA,NA,XP_012167642.1,LOC100651492,retinoic acid receptor RXR-alpha-B isoform X1
NA,NA,NA,NA,XP_012167643.1,LOC100651492,retinoic acid receptor RXR-alpha-B isoform X1
NA,NA,NA,NA,XP_012167645.1,LOC105666107,uncharacterized protein LOC105666107
NA,NA,NA,NA,XP_012167651.1,LOC100644628,uncharacterized protein LOC100644628 isoform X2
NA,NA,NA,NA,XP_012167653.1,LOC100647151,transcription factor E2F2 isoform X1
NA,NA,NA,NA,XP_012167654.1,LOC100647151,transcription factor E2F2 isoform X1
NA,NA,NA,NA,XP_012167656.1,LOC100647345,serine/threonine-protein phosphatase PP1-beta catalytic subunit isoform X1
NA,NA,NA,NA,XP_012167658.1,LOC100647345,serine/threonine-protein phosphatase PP1-beta catalytic subunit isoform X4
NA,NA,NA,NA,XP_012167665.1,LOC100648446,microtubule-associated protein RP/EB family member 1 isoform X1
NA,NA,NA,NA,XP_012167669.1,LOC100646666,receptor-type tyrosine-protein phosphatase kappa isoform X2
NA,NA,NA,NA,XP_012167670.1,LOC100646666,receptor-type tyrosine-protein phosphatase kappa isoform X2
NA,NA,NA,NA,XP_012167671.1,LOC100646666,receptor-type tyrosine-protein phosphatase kappa isoform X2
NA,NA,NA,NA,XP_012167673.1,LOC100646666,receptor-type tyrosine-protein phosphatase kappa isoform X2
NA,NA,NA,NA,XP_012167674.1,LOC100646666,receptor-type tyrosine-protein phosphatase kappa isoform X2
NA,NA,NA,NA,XP_012167680.1,LOC100647541,alpha-1%2C3/1%2C6-mannosyltransferase ALG2 isoform X2
NA,NA,NA,NA,XP_012167681.1,LOC100647425,malectin-A
NA,NA,NA,NA,XP_012167685.1,LOC100647661,kinesin-related protein 4-like
NA,NA,NA,NA,XP_012167690.1,LOC100648102,thioredoxin reductase 1%2C mitochondrial isoform X3
NA,NA,NA,NA,XP_012167693.1,LOC100648445,B-cell CLL/lymphoma 7 protein family member B isoform X2
NA,NA,NA,NA,XP_012167697.1,LOC100649913,testis-specific serine/threonine-protein kinase 4-like isoform X2
NA,NA,NA,NA,XP_012167699.1,LOC100649299,beta-glucuronidase-like
NA,NA,NA,NA,XP_012167700.1,LOC100649299,beta-glucuronidase-like
NA,NA,NA,NA,XP_012167703.1,LOC100643897,uncharacterized protein DDB_G0271670-like
NA,NA,NA,NA,XP_012167704.1,LOC100643897,uncharacterized protein DDB_G0271670-like
