Bter_protein_ID,Apis_gene_symbol,Apis_locus,Amel_v4_5,Apis_gene_ID,Apis_gene_description,BEEBASE,OGS_v1_1,Bter_gene_ID,Bter_gene_description,Bter_gene_symbol
XP_012171119.1,LOC409827,LOC409827,XP_006559397.1,409827,PREDICTED: serine proteinase stubble,GB50648,GB19719,XM_012315729.1,serine proteinase stubble,LOC100645137
XP_012171120.1,LOC100578751,LOC100578751,XP_003249621.3,100578751,PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC100578751,GB47984,GB30153,XM_012315730.1,"odorant receptor 46a, isoform A-like",LOC105666428
XP_012171126.1,LOC100578685,LOC100578685,XP_016771361.1,100578685,PREDICTED: odorant receptor 94b-like,GB47986,GB30154,XM_012315736.1,odorant receptor Or1-like,LOC100646753
XP_012171127.1,LOC410434,LOC410434,XP_393914.1,410434,PREDICTED: splicing factor 3B subunit 4,GB47992,GB12347,XM_012315737.1,splicing factor 3B subunit 4,LOC100645924
XP_012171128.1,LOC724803,LOC724803,XP_001120705.4,724803,PREDICTED: membrane metallo-endopeptidase-like 1 isoform X1,GB48006,GB16536,XM_012315738.1,LOW QUALITY PROTEIN: membrane metallo-endopeptidase-like 1,LOC100648068
XP_012171129.1,LOC102655978,LOC102655978,XP_016771410.1,102655978,PREDICTED: autophagy-related protein 23-like,NA,NA,XM_012315739.1,uncharacterized protein LOC105666433,LOC105666433
XP_012171134.1,LOC408489,EphR,XP_016771476.1,408489,PREDICTED: eph receptor tyrosine kinase isoform X8,GB41629,GB12585,XM_012315744.1,ephrin type-A receptor 4-A isoform X4,LOC100645846
XP_012171137.1,LOC726349,LOC726349,XP_006571352.1,726349,PREDICTED: actin-binding LIM protein 2 isoform X2,GB48940,GB15905,XM_012315747.1,actin-binding LIM protein 2 isoform X2,LOC100647405
XP_012171138.1,LOC408489,EphR,XP_006565657.1,408489,PREDICTED: eph receptor tyrosine kinase isoform X10,GB41629,GB12585,XM_012315748.1,ephrin type-B receptor 1-B isoform X7,LOC100645846
XP_012171141.1,LOC408489,EphR,XP_016771479.1,408489,PREDICTED: eph receptor tyrosine kinase isoform X19,GB41629,GB12585,XM_012315751.1,ephrin type-B receptor 1-B isoform X11,LOC100645846
XP_012171143.1,LOC727128,LOC727128,XP_001121176.1,727128,PREDICTED: 60S ribosomal protein L34,GB41631,GB14114,XM_012315753.1,60S ribosomal protein L34-like,LOC100646075
XP_012171144.1,LOC552671,LOC552671,XP_625050.3,552671,"PREDICTED: cytochrome b-c1 complex subunit 2, mitochondrial",GB41715,GB19004,XM_012315754.1,"cytochrome b-c1 complex subunit 2, mitochondrial",LOC100646316
XP_012171145.1,LOC727174,LOC727174,XP_001122885.2,727174,PREDICTED: nucleolar protein 11,GB41632,GB12978,XM_012315755.1,LOW QUALITY PROTEIN: nucleolar protein 11,LOC100646435
XP_012171146.1,LOC727150,LOC727150,XP_006565802.1,727150,PREDICTED: uncharacterized protein LOC727150 isoform X1,GB41714,GB10847,XM_012315756.1,uncharacterized protein LOC100646198 isoform X1,LOC100646198
XP_012171149.1,LOC410558,LOC410558,XP_006565795.1,410558,PREDICTED: TATA element modulatory factor isoform X1,GB41713,GB30161,XM_012315759.1,TATA element modulatory factor isoform X1,LOC100646801
XP_012171150.1,LOC408494,LOC408494,XP_016771883.1,408494,PREDICTED: uncharacterized protein LOC408494 isoform X1,GB41710,GB17345,XM_012315760.1,uncharacterized protein LOC100647042,LOC100647042
XP_012171152.1,LOC102655815,LOC102655815,XP_006565783.1,102655815,PREDICTED: uncharacterized protein LOC102655815,NA,GB14187,XM_012315762.1,uncharacterized protein LOC105666435,LOC105666435
XP_012171153.1,LOC727232,LOC727232,XP_006565771.1,727232,PREDICTED: uncharacterized protein LOC727232 isoform X1,GB41704,GB16444,XM_012315763.1,uncharacterized protein LOC100647671 isoform X1,LOC100647671
XP_012171154.1,LOC727232,LOC727232,XP_006565773.1,727232,PREDICTED: uncharacterized protein LOC727232 isoform X3,GB41704,GB16444,XM_012315764.1,uncharacterized protein LOC100647671 isoform X2,LOC100647671
XP_012171156.1,LOC727232,LOC727232,XP_006565779.1,727232,PREDICTED: uncharacterized protein LOC727232 isoform X9,GB41704,GB16444,XM_012315766.1,uncharacterized protein LOC100647671 isoform X5,LOC100647671
XP_012171162.1,LOC408497,LOC408497,XP_392041.4,408497,PREDICTED: heterogeneous nuclear ribonucleoprotein U-like protein 1,GB41701,GB14495,XM_012315772.1,LOW QUALITY PROTEIN: heterogeneous nuclear ribonucleoprotein U-like protein 1,LOC100648030
XP_012171163.1,LOC727238,LOC727238,XP_016771624.1,727238,PREDICTED: histone-lysine N-methyltransferase ash1 isoform X2,GB41639,GB12658,XM_012315773.1,LOW QUALITY PROTEIN: histone-lysine N-methyltransferase ash1,LOC100647786
XP_012171164.1,LOC727235,LOC727235,XP_016771772.1,727235,PREDICTED: protein enabled isoform X1,GB41703,GB17061,XM_012315774.1,protein enabled isoform X1,LOC100647911
XP_012171168.1,LOC102654676,LOC102654676,XP_006565744.2,102654676,PREDICTED: neurofilament heavy polypeptide-like,NA,NA,XM_012315778.1,neurofilament heavy polypeptide-like isoform X2,LOC100648144
XP_012171172.1,LOC410561,LOC410561,XP_394040.3,410561,PREDICTED: REM2- and Rab-like small GTPase 1,GB41640,GB13061,XM_012315782.1,REM2- and Rab-like small GTPase 1 isoform X1,LOC100648454
XP_012171173.1,LOC408657,LOC408657,XP_006568765.1,408657,PREDICTED: zinc finger protein 76-like,GB55504,GB11591,XM_012315783.1,zinc finger protein 76-like isoform X2,LOC100646616
XP_012171175.1,LOC727254,LOC727254,XP_016771644.1,727254,PREDICTED: mitochondrial cardiolipin hydrolase,GB41641,NA,XM_012315785.1,mitochondrial cardiolipin hydrolase isoform X2,LOC100648454
XP_012171180.1,LOC413569,LOC413569,XP_016771603.1,413569,PREDICTED: tyrosine-protein phosphatase Lar isoform X9,GB41645,GB15344,XM_012315790.1,tyrosine-protein phosphatase Lar,LOC100643094
XP_012171181.1,LOC413869,LOC413869,XP_397308.1,413869,PREDICTED: retinol dehydrogenase 11-like,GB43466,GB11195,XM_012315791.1,retinol dehydrogenase 11-like isoform X1,LOC100645279
XP_012171182.1,LOC408503,LOC408503,XP_006565727.1,408503,PREDICTED: uncharacterized Golgi apparatus membrane protein-like protein CG5021 isoform X2,GB41697,GB16358,XM_012315792.1,uncharacterized Golgi apparatus membrane protein-like protein CG5021 isoform X2,LOC100648998
XP_012171185.1,LOC410567,LOC410567,XP_006565725.1,410567,PREDICTED: zinc transporter ZIP11 isoform X2,GB41646,GB12714,XM_012315795.1,zinc transporter ZIP11 isoform X2,LOC100649113
XP_012171186.1,LOC410570,LOC410570,XP_016771782.1,410570,PREDICTED: 85/88 kDa calcium-independent phospholipase A2,GB41694,GB19826,XM_012315796.1,85/88 kDa calcium-independent phospholipase A2,LOC105666437
XP_012171189.1,LOC410571,LOC410571,XP_394050.4,410571,PREDICTED: DNA topoisomerase 3-alpha,GB41693,GB12147,XM_012315799.1,DNA topoisomerase 3-alpha isoform X1,LOC100649470
XP_012171196.1,LOC727311,LOC727311,XP_001123020.1,727311,PREDICTED: band 7 protein AGAP004871 isoform X2,GB41653,GB11324,XM_012315806.1,band 7 protein AGAP004871 isoform X2,LOC100650174
XP_012171197.1,LOC727313,LOC727313,XP_016771790.1,727313,PREDICTED: uncharacterized protein LOC727313 isoform X1,GB41691,GB15678,XM_012315807.1,LOW QUALITY PROTEIN: uncharacterized protein LOC105666438,LOC105666438
XP_012171198.1,LOC726349,LOC726349,XP_006571353.1,726349,PREDICTED: actin-binding LIM protein 2 isoform X3,GB48940,GB15905,XM_012315808.1,actin-binding LIM protein 2 isoform X3,LOC100647405
XP_012171199.1,LOC727320,LOC727320,XP_006565720.2,727320,PREDICTED: U3 small nucleolar RNA-associated protein 18 homolog,GB41690,GB19560,XM_012315809.1,U3 small nucleolar RNA-associated protein 18 homolog isoform X2,LOC100650417
XP_012171200.1,LOC100578498,LOC100578498,XP_003249445.2,100578498,PREDICTED: tricalbin-1-like isoform X2,GB43465,NA,XM_012315810.1,LOW QUALITY PROTEIN: tricalbin-1-like,LOC100646857
XP_012171201.1,LOC410565,LOC410565,XP_394044.2,410565,PREDICTED: cullin-1,GB41688,GB18897,XM_012315811.1,cullin-1,LOC100650301
XP_012171202.1,LOC727327,Tom7,NP_001155870.1,727327,translocase of outer membrane 7,GB41686,GB13864,XM_012315812.1,mitochondrial import receptor subunit TOM7 homolog,LOC100643216
XP_012171205.1,LOC408500,LOC408500,XP_006565700.1,408500,PREDICTED: endothelin-converting enzyme 1 isoform X1,GB41659,GB17412,XM_012315815.1,endothelin-converting enzyme 1 isoform X3,LOC100651261
XP_012171212.1,LOC725711,LOC725711,XP_016772989.1,725711,PREDICTED: activin receptor type-1 isoform X1,GB43676,GB19039,XM_012315822.1,LOW QUALITY PROTEIN: activin receptor type-1,LOC100651383
XP_012171218.1,LOC725523,LOC725523,XP_006572258.1,725523,PREDICTED: stabilizer of axonemal microtubules 1 isoform X2,GB52654,GB17357,XM_012315828.1,protein FAM154A-like isoform X2,LOC100643710
XP_012171223.1,LOC725523,LOC725523,XP_006572257.1,725523,PREDICTED: stabilizer of axonemal microtubules 1 isoform X1,GB52654,GB17357,XM_012315833.1,protein FAM154A-like isoform X3,LOC100643710
XP_012171226.1,LOC102655388,LOC102655388,XP_016766480.1,102655388,PREDICTED: small VCP/p97-interacting protein,NA,GB10615,XM_012315836.1,small VCP/p97-interacting protein,LOC100645401
XP_012171227.1,LOC726044,LOC726044,XP_006562051.2,726044,PREDICTED: unconventional myosin-XVIIIa,GB55911,GB16845,XM_012315837.1,unconventional myosin-XVIIIa isoform X1,LOC100642299
XP_012171230.1,LOC551672,LOC551672,XP_624064.4,551672,PREDICTED: protein FAM114A2,GB55943,GB12061,XM_012315840.1,protein FAM114A2-like,LOC100652211
XP_012171231.1,LOC413440,LOC413440,XP_396884.3,413440,PREDICTED: protein kibra isoform X1,GB55908,GB19928,XM_012315841.1,protein kibra,LOC100651971
XP_012171232.1,LOC725896,LOC725896,XP_001121690.2,725896,PREDICTED: nucleoporin p58/p45 isoform X1,GB55906,GB16564,XM_012315842.1,nucleoporin p58/p45 isoform X1,LOC100652092
XP_012171235.1,LOC725896,LOC725896,XP_006562057.1,725896,PREDICTED: nucleoporin p58/p45 isoform X3,GB55906,GB16564,XM_012315845.1,nucleoporin p58/p45 isoform X4,LOC100652092
XP_012171236.1,LOC725896,LOC725896,XP_006562058.1,725896,PREDICTED: nucleoporin p58/p45 isoform X4,GB55906,GB16564,XM_012315846.1,nucleoporin p58/p45 isoform X5,LOC100652092
XP_012171237.1,LOC411759,LOC411759,XP_395226.4,411759,PREDICTED: biotin--protein ligase isoform X1,GB44009,GB14458,XM_012315847.1,LOW QUALITY PROTEIN: biotin--protein ligase,LOC100642502
XP_012171238.1,LOC100578935,LOC100578935,XP_016771864.1,100578935,PREDICTED: IQ domain-containing protein K-like,GB41635,GB30548,XM_012315848.1,IQ domain-containing protein K-like,LOC100642861
XP_012171241.1,LOC552724,LOC552724,XP_625102.2,552724,PREDICTED: zinc finger CCCH domain-containing protein 13-like,GB41625,GB17331,XM_012315851.1,zinc finger CCCH domain-containing protein 13,LOC100647941
XP_012171242.1,LOC727121,LOC727121,XP_006565811.1,727121,PREDICTED: uncharacterized protein LOC727121,GB41720,GB17011,XM_012315852.1,uncharacterized protein LOC100647354,LOC100647354
XP_012171245.1,LOC410553,LOC410553,XP_016771552.1,410553,PREDICTED: transcription factor 12 isoform X9,GB41727,GB19677,XM_012315855.1,transcription factor 12 isoform X2,LOC100645175
XP_012171246.1,LOC410553,LOC410553,XP_016771544.1,410553,PREDICTED: transcription factor 12 isoform X2,GB41727,GB19677,XM_012315856.1,transcription factor 12 isoform X3,LOC100645175
XP_012171248.1,LOC410553,LOC410553,XP_016771548.1,410553,PREDICTED: transcription factor 12 isoform X5,GB41727,GB19677,XM_012315858.1,transcription factor 12 isoform X5,LOC100645175
XP_012171254.1,LOC410553,LOC410553,XP_016771555.1,410553,PREDICTED: protein daughterless isoform X12,GB41727,GB19677,XM_012315864.1,protein daughterless isoform X11,LOC100645175
XP_012171257.1,LOC100578429,LOC100578429,XP_006559167.1,100578429,PREDICTED: centrosomal protein of 152 kDa-like isoform X2,GB43463,GB11327,XM_012315867.1,LOW QUALITY PROTEIN: centrosomal protein of 152 kDa,LOC100651984
XP_012171260.1,LOC726349,LOC726349,XP_006571354.1,726349,PREDICTED: actin-binding LIM protein 1 isoform X5,GB48940,GB15905,XM_012315870.1,actin-binding LIM protein 1 isoform X4,LOC100647405
XP_012171263.1,LOC410549,LOC410549,XP_394028.4,410549,PREDICTED: zinc finger with UFM1-specific peptidase domain protein-like isoform X1,GB41610,GB16490,XM_012315873.1,zinc finger with UFM1-specific peptidase domain protein-like isoform X1,LOC100646996
XP_012171267.1,LOC726997,LOC726997,XP_016771589.1,726997,PREDICTED: MOXD1 homolog 1,GB41735,NA,XM_012315877.1,MOXD1 homolog 1,LOC100645538
XP_012171268.1,LOC408481,LOC408481,XP_392027.1,408481,PREDICTED: chloride intracellular channel exc-4,GB41604,GB17906,XM_012315878.1,chloride intracellular channel exc-4,LOC100645654
XP_012171269.1,LOC726947,LOC726947,XP_016771592.1,726947,PREDICTED: TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 isoform X1,GB41606,GB18650,XM_012315879.1,LOW QUALITY PROTEIN: TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,LOC100647820
XP_012171270.1,LOC726979,LOC726979,XP_016771595.1,726979,PREDICTED: uncharacterized protein LOC726979 isoform X2,GB41608,GB10449,XM_012315880.1,uncharacterized protein LOC100647705 isoform X2,LOC100647705
XP_012171274.1,LOC100579024,LOC100579024,XP_006559168.2,100579024,PREDICTED: D-tyrosyl-tRNA(Tyr) deacylase 1,GB43442,GB15418,XM_012315884.1,D-tyrosyl-tRNA(Tyr) deacylase 1-like isoform X3,LOC100645742
XP_012171278.1,LOC408480,LOC408480,XP_392026.2,408480,PREDICTED: PTB domain-containing engulfment adapter protein 1,GB41603,GB10510,XM_012315888.1,PTB domain-containing engulfment adapter protein 1-like,LOC100648297
XP_012171279.1,LOC410545,LOC410545,XP_016771693.1,410545,PREDICTED: CLIP-associating protein 1-A isoform X11,GB41740,GB16396,XM_012315889.1,CLIP-associating protein 1-A isoform X1,LOC100648690
XP_012171284.1,LOC410545,LOC410545,XP_016771690.1,410545,PREDICTED: CLIP-associating protein 1-A isoform X8,GB41740,GB16396,XM_012315894.1,CLIP-associating protein 1-A isoform X4,LOC100648690
XP_012171285.1,LOC408478,LOC408478,XP_006565856.1,408478,PREDICTED: facilitated trehalose transporter Tret1-like,GB41602,GB19766,XM_012315895.1,facilitated trehalose transporter Tret1-like,LOC100649031
XP_012171286.1,LOC408477,LOC408477,XP_392023.1,408477,PREDICTED: NADH dehydrogenase,GB41741,GB10658,XM_012315896.1,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",LOC100649271
XP_012171287.1,LOC726839,LOC726839,XP_006565859.1,726839,PREDICTED: facilitated trehalose transporter Tret1-like isoform X3,GB41742,GB13501,XM_012315897.1,facilitated trehalose transporter Tret1-like isoform X1,LOC100649149
XP_012171288.1,LOC726839,LOC726839,XP_006565861.1,726839,PREDICTED: facilitated trehalose transporter Tret1-like isoform X4,GB41742,GB13501,XM_012315898.1,facilitated trehalose transporter Tret1-like isoform X2,LOC100649149
XP_012171290.1,LOC102653862,LOC102653862,XP_006558285.1,102653862,PREDICTED: NADH dehydrogenase,NA,GB11683,XM_012315900.1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,LOC105665640
XP_012171298.1,LOC551742,LOC551742,XP_624132.1,551742,PREDICTED: MICOS complex subunit MIC25,GB55683,GB13766,XM_012315908.1,MICOS complex subunit MIC19,LOC100649596
XP_012171308.1,LOC413613,LOC413613,XP_397055.1,413613,PREDICTED: B-cell receptor-associated protein 31-like,GB55684,GB19791,XM_012315918.1,B-cell receptor-associated protein 31-like,LOC100649710
XP_012171310.1,LOC551722,LOC551722,XP_016767089.1,551722,PREDICTED: diacylglycerol kinase epsilon,GB55916,GB16676,XM_012315920.1,diacylglycerol kinase epsilon isoform X2,LOC100650011
XP_012171312.1,LOC408451,LOC408451,XP_016771539.1,408451,PREDICTED: NADPH oxidase 5 isoform X1,GB43722,GB14555,XM_012315922.1,NADPH oxidase 5 isoform X1,LOC100649826
XP_012171317.1,LOC551355,LOC551355,XP_623755.3,551355,PREDICTED: integrator complex subunit 2,GB55913,GB15103,XM_012315927.1,integrator complex subunit 2,LOC100650375
XP_012171319.1,LOC100578885,LOC100578885,XP_006559158.1,100578885,PREDICTED: putative transcription factor capicua isoform X2,GB43462,GB10773,XM_012315929.1,protein capicua homolog isoform X2,LOC100645977
XP_012171322.1,LOC107963962,LOC107963962,XP_006562063.1,107963962,PREDICTED: ribosome biogenesis protein NSA2 homolog,NA,GB15189,XM_012315932.1,ribosome biogenesis protein NSA2 homolog isoform X1,LOC100644076
XP_012171324.1,LOC411468,LOC411468,XP_006562062.1,411468,PREDICTED: GRAM domain-containing protein 1B-like,GB55945,GB15014,XM_012315934.1,LOW QUALITY PROTEIN: GRAM domain-containing protein 1B,LOC100644266
XP_012171330.1,LOC107963969,LOC107963969,XP_016771559.1,107963969,PREDICTED: uncharacterized protein LOC107963969,NA,GB11507,XM_012315940.1,uncharacterized protein LOC105666442,LOC105666442
XP_012171331.1,LOC102653936,LOC102653936,XP_016771560.1,102653936,PREDICTED: uncharacterized protein LOC102653936,NA,NA,XM_012315941.1,uncharacterized protein LOC105666443,LOC105666443
XP_012171333.1,LOC107965485,LOC107965485,XP_016771541.1,107965485,PREDICTED: uncharacterized protein LOC107965485,NA,GB13836,XM_012315943.1,uncharacterized protein LOC100644941,LOC100644941
XP_012171335.1,LOC107965493,LOC107965493,XP_016771587.1,107965493,PREDICTED: titin homolog isoform X3,NA,GB13817,XM_012315945.1,LOW QUALITY PROTEIN: trichohyalin-like,LOC105666445
XP_012171336.1,LOC100578885,LOC100578885,XP_006559160.1,100578885,PREDICTED: putative transcription factor capicua isoform X4,GB43462,GB10773,XM_012315946.1,protein capicua homolog isoform X5,LOC100645977
XP_012171339.1,LOC409697,LOC409697,NP_001229316.1,409697,filamin-like,GB44213,GB13109,XM_012315949.1,filamin-A isoform X3,LOC100645301
XP_012171342.1,LOC102656009,LOC102656009,XP_016767099.1,102656009,PREDICTED: succinyl-CoA ligase,NA,NA,XM_012315952.1,"succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",LOC105666446
XP_012171346.1,LOC725169,LOC725169,XP_006567340.1,725169,PREDICTED: contactin,GB44210,GB11810,XM_012315956.1,contactin,LOC100645501
XP_012171349.1,LOC411204,LOC411204,XP_006567337.1,411204,PREDICTED: WD repeat-containing protein 37 isoform X1,GB44208,GB13087,XM_012315959.1,WD repeat-containing protein 37 isoform X1,LOC100645607
XP_012171363.1,LOC408716,LOC408716,XP_016766203.1,408716,PREDICTED: histone-lysine N-methyltransferase trithorax isoform X3,GB43459,GB16330,XM_012315973.1,histone-lysine N-methyltransferase trithorax isoform X2,LOC100646252
XP_012171372.1,LOC413623,LOC413623,XP_397065.2,413623,PREDICTED: kelch-like protein diablo,GB48469,GB11323,XM_012315982.1,kelch-like protein diablo,LOC100652172
XP_012171377.1,LOC412624,LOC412624,XP_396079.3,412624,PREDICTED: methyltransferase-like protein 13,GB48467,GB10853,XM_012315987.1,methyltransferase-like protein 13,LOC100643907
XP_012171378.1,LOC727272,LOC727272,XP_016771902.1,727272,PREDICTED: zinc finger CCCH domain-containing protein 3,GB48465,GB10923,XM_012315988.1,zinc finger CCCH domain-containing protein 3,LOC100642703
XP_012171384.1,LOC726349,LOC726349,XP_006571356.1,726349,PREDICTED: actin-binding LIM protein 2 isoform X7,GB48940,GB15905,XM_012315994.1,actin-binding LIM protein 2 isoform X6,LOC100647405
XP_012171387.1,LOC724752,LOC724752,XP_016771925.1,724752,PREDICTED: E3 ubiquitin-protein ligase TRIM71 isoform X2,GB48462,GB18033,XM_012315997.1,E3 ubiquitin-protein ligase TRIM71,LOC100644146
XP_012171390.1,LOC100577739,LOC100577739,XP_016771485.1,100577739,PREDICTED: LOW QUALITY PROTEIN: telomere-associated protein RIF1-like,GB43771,GB16934,XM_012316000.1,telomere-associated protein RIF1-like,LOC100644267
